ID,question,short_answers
24429,Answer the question concisely with only the answer: when does game of thrones end this season? Answer:,"August 27, 2017"
16862,Answer the question concisely with only the answer: how many episodes of the sopranos are there? Answer:,86
29473,Answer the question concisely with only the answer: where did they film the war for the planet of the apes? Answer:,"Vancouver, British Columbia, Canada"
43894,Answer the question concisely with only the answer: who does the president nominate to represent the us in other countries? Answer:,"Foreign Service Officer, Political appointee"
58227,Answer the question concisely with only the answer: when did the story of ruth take place? Answer:,"Bethlehem, Moab"
24285,Answer the question concisely with only the answer: who was the captain who died on deadliest catch? Answer:,Phillip Charles `` Phil '' Harris
81988,Answer the question concisely with only the answer: where does helicase separate the strands of dna? Answer:,Directionally along a nucleic acid phosphodiester backbone
35938,Answer the question concisely with only the answer: name of bird that ate prometheus's liver? Answer:,eagle
79273,Answer the question concisely with only the answer: who plays governor conway in house of cards? Answer:,Charles Joel Nordstrom Cinnamon
23763,Answer the question concisely with only the answer: how did hitchcock began his film career in 1919? Answer:,"A title card designer for the London branch of the American firm Famous Players - Lanky, The production arm of Paramount Pictures, At Arlington Studios"
13328,Answer the question concisely with only the answer: an optimal tax is one that minimizes the? Answer:,Inefficiency and distortion in the market under given economic constraints
609,Answer the question concisely with only the answer: what kind of story is the great gatsby? Answer:,A cautionary tale regarding the American Dream.
56306,Answer the question concisely with only the answer: what type of government is there in egypt? Answer:,"Based on republicanism, With a semi-presidential system of government"
56148,Answer the question concisely with only the answer: when did north korea start competing in the olympics? Answer:,1964
17007,Answer the question concisely with only the answer: who is lips girlfriend in shameless season 7? Answer:,Sierra
27970,Answer the question concisely with only the answer: where is the liberty bowl played in memphis? Answer:,Liberty Bowl Memorial Stadium
44435,Answer the question concisely with only the answer: when does the tv show the rookies start? Answer:,"October 16, 2018"
25189,Answer the question concisely with only the answer: structural feature that is responsible for absorbing visible light? Answer:,chromosphere
11962,Answer the question concisely with only the answer: who wrote the song when i was 17? Answer:,ErvIn Drake
36106,Answer the question concisely with only the answer: when was the bells by edgar allan poe written? Answer:,May 1848
27869,Answer the question concisely with only the answer: what is the capital of the state of delaware? Answer:,Dover
54816,Answer the question concisely with only the answer: when does season 7 part 2 of suits start? Answer:,"March 28, 2018"
20545,Answer the question concisely with only the answer: how many words are in the oxford english dictionary? Answer:,"59 million words, 616,500 words - forms in total"
6182,Answer the question concisely with only the answer: when does the next episode of henry danger air? Answer:,"October 21, 2017"
35941,Answer the question concisely with only the answer: when did they move the nba 3 point line? Answer:,"1994 -- 95, 1995 -- 96, 1996 -- 97, 1997 -- 98 season"
13446,Answer the question concisely with only the answer: what are the odds of winning a game of solitaire? Answer:,79 %
66298,Answer the question concisely with only the answer: who holds the power in a representative democracy? Answer:,The hands of the representatives
65044,Answer the question concisely with only the answer: how long was titanic at sea before it sank? Answer:,Four days
71829,Answer the question concisely with only the answer: who plays flores on orange is the new black? Answer:,Laura Gómez
83333,Answer the question concisely with only the answer: who sang don't leave me this way in 1986? Answer:,The Commands
61216,Answer the question concisely with only the answer: when was the pledge of allegiance first created? Answer:,1887
37852,Answer the question concisely with only the answer: when is a country said to be on gold standard? Answer:,Which the standard economic unit of account is based on a fixed quantity of gold
42161,Answer the question concisely with only the answer: the yellow wallpaper by charlotte perkins gilman synopsis? Answer:,The effect of under stimulation on the narrator's mental health and her descent into psychosis
76156,Answer the question concisely with only the answer: a ruined city on crete centre of the minoan bronze age civilisation? Answer:,Knossos
47265,Answer the question concisely with only the answer: what is the earth's outer core made out of? Answer:,Iron and nickel
17527,Answer the question concisely with only the answer: who died from the band faith no more? Answer:,Singer Chuck Mosley
23032,Answer the question concisely with only the answer: it is a kind of a parrot but cannot fly? Answer:,Adapt
43189,Answer the question concisely with only the answer: are owned by the members and typically hold private nonprofit status? Answer:,Private foundations
71027,Answer the question concisely with only the answer: what type of writing is most similar to an autobiography a. poetry b. short story c. novel d. memoir? Answer:,memoir
19676,Answer the question concisely with only the answer: when did silk begin to be produced in china? Answer:,4000 and 3000 BC
11918,Answer the question concisely with only the answer: when does the 2017 tax plan take effect? Answer:,"January, 2018"
14120,Answer the question concisely with only the answer: when did season 4 of madam secretary start? Answer:,"October, 2017"
4238,Answer the question concisely with only the answer: who wrote the music for land of hope and glory? Answer:,Edward Elgar
29353,Answer the question concisely with only the answer: who was the coach when the lions went 0-16? Answer:,Rod Farinelli
15956,Answer the question concisely with only the answer: where does the last name mcgee come from? Answer:,An English language surname of Irish and Scottish Gaelic origin
84503,Answer the question concisely with only the answer: when does the next season of daredevil start? Answer:,2018
68501,Answer the question concisely with only the answer: which country in the uk has the highest population? Answer:,England
75573,Answer the question concisely with only the answer: when were the yoga sutras of patanjali written? Answer:,Prior to 400 CE
25376,Answer the question concisely with only the answer: where did the term flip flop come from? Answer:,It is an onomatopoeia of the sound made by the sandals when walking in them.
12822,Answer the question concisely with only the answer: who plays the coach on friday night lights? Answer:,Kyle Martin Chandler
79869,Answer the question concisely with only the answer: when did michael jordan win his first mvp? Answer:,1987 -- 88 season
59179,Answer the question concisely with only the answer: when did lion king come out in theaters? Answer:,"June 24, 1994"
14976,Answer the question concisely with only the answer: who played simon in jesus christ superstar live? Answer:,Erik Cornwall
922,Answer the question concisely with only the answer: the online sales of goods and services is known as? Answer:,E-commerce
15696,Answer the question concisely with only the answer: i am the pretty thing that lives in the house ending meaning? Answer:,A new family move into the house who are seemingly unaware of all the ghosts they are `` borrowing it from. ''
6605,Answer the question concisely with only the answer: who sang you're a mean one mr. grinch in the iconic 1966 animated tv show? Answer:,Hurl Ravens croft
17740,Answer the question concisely with only the answer: how many sports are there in the 2018 commonwealth games? Answer:,19 Commonwealth sports
14272,Answer the question concisely with only the answer: where was the first season of the walking dead filmed? Answer:,"In and around Atlanta, Georgia"
39876,Answer the question concisely with only the answer: what is the statue of liberty holding in her left arm? Answer:,Tabula ansatz
72026,Answer the question concisely with only the answer: nathula pass is located in which state of india? Answer:,Sikkim
69007,Answer the question concisely with only the answer: who wrote the song it had to be you? Answer:,"Written by Islam Jones, With lyrics by Gus Khan"
57239,Answer the question concisely with only the answer: who did the ottoman empire fight with in ww1? Answer:,The Entente in the Balkans and the Middle Eastern theater of World War I
64836,Answer the question concisely with only the answer: what document is the bill of rights part of? Answer:,United States Constitution
68098,Answer the question concisely with only the answer: how high is the peak in hong kong? Answer:,"552 m, , 811 ft"
77716,Answer the question concisely with only the answer: where was season 1 of the walking dead filmed? Answer:,"In and around Atlanta, Georgia"
59947,Answer the question concisely with only the answer: where is arnold air force base in tennessee? Answer:,"Oklahoma, Tennessee"
68197,Answer the question concisely with only the answer: who won the battle of bunker hill in june 1775? Answer:,The British
71084,Answer the question concisely with only the answer: who does ben kill on days of our lives? Answer:,"Several victims, Including legacy character Will Horton"
27587,Answer the question concisely with only the answer: how many federal district court judges are there in the united states? Answer:,673
15221,Answer the question concisely with only the answer: what is the use of joins in sql? Answer:,Combines columns from one or more tables in a relational database
6313,Answer the question concisely with only the answer: who has made the longest field goal ever? Answer:,Matt Prater
72958,Answer the question concisely with only the answer: who is the guy that does the arby commercials? Answer:,Thames
32148,Answer the question concisely with only the answer: when did season 8 of the vampire diaries start? Answer:,"October 21, 2016"
79376,Answer the question concisely with only the answer: when was the last time the cavs won a championship? Answer:,2016
791,Answer the question concisely with only the answer: how many songs did the grateful dead play? Answer:,Songs documented to have been played by the band exceeds 500
77603,Answer the question concisely with only the answer: who made up the first estate in the french revolution? Answer:,clergy
8777,Answer the question concisely with only the answer: where do plasma cells come from and what is their function? Answer:,"The bone marrow, Produce antibody molecules"
1042,Answer the question concisely with only the answer: who wrote the song we'll sing in the sunshine? Answer:,Gale Garrett
41486,Answer the question concisely with only the answer: the percentage of carbon in high speed steel is? Answer:,%
7840,Answer the question concisely with only the answer: who was the dada teacher in half blood prince? Answer:,Shape
17204,Answer the question concisely with only the answer: when did the northern ireland peace process begin? Answer:,1994
10431,Answer the question concisely with only the answer: what's the first book in the pretty little liars series? Answer:,Pretty Little Liars
4981,Answer the question concisely with only the answer: where do small shrimps hide to avoid predation? Answer:,sediment
34547,Answer the question concisely with only the answer: mandalay bay hotel las vegas how many floors? Answer:,43
82889,Answer the question concisely with only the answer: where was the first modern day olympic games held? Answer:,"Athens, Greece"
23783,Answer the question concisely with only the answer: who was the hardest hit by the great depression? Answer:,"Cities all around the world were hit hard, Especially those dependent on heavy industry"
29821,Answer the question concisely with only the answer: when did islam split between sunni and shiite? Answer:,632AD
57851,Answer the question concisely with only the answer: where did cliff richard come in the eurovision? Answer:,second
15901,Answer the question concisely with only the answer: the clean air act requires this agency to regulate environmental policies? Answer:,The U.S. Environmental Protection Agency (EPA)
52686,Answer the question concisely with only the answer: who plays wesker in resident evil final chapter? Answer:,Shawn Roberts
33702,Answer the question concisely with only the answer: who sings lets hear it for the boy? Answer:,Denied Williams
9276,Answer the question concisely with only the answer: what is the oxidation state of cl in cl2o7? Answer:,+
41015,Answer the question concisely with only the answer: who sang the song if you're going to san francisco? Answer:,Scott McKenzie
57490,Answer the question concisely with only the answer: when does the truth about ivy come out? Answer:,"The fourth season finale `` The Wrong Goodbye, ''"
3941,Answer the question concisely with only the answer: where is de beers located in south africa? Answer:,Kimberley
3614,Answer the question concisely with only the answer: who started the construction of qutab minar at delhi? Answer:,"Utah - Up - Din - Abbey, Founder of the Delhi Sultanate"
1568,Answer the question concisely with only the answer: what is the female end of a garden hose? Answer:,connector
23930,Answer the question concisely with only the answer: his left-foot volleyed winner in the 2002 uefa champions league final? Answer:,Zidane
54713,Answer the question concisely with only the answer: who is the voice of garfield the cat? Answer:,"Lorenzo Music, Frank Walker, Bill Murray"
49495,Answer the question concisely with only the answer: who plays laurel pride on ncis new orleans? Answer:,Shanley Ca swell
5461,Answer the question concisely with only the answer: when did the surgeon general warning go on cigarettes? Answer:,1966
73438,Answer the question concisely with only the answer: when were the first laws of cricket written? Answer:,1744
53622,Answer the question concisely with only the answer: where did world war 1 first take place? Answer:,Europe
17253,Answer the question concisely with only the answer: what is project cycle management (pcm)? Answer:,"The process of planning, organizing, coordinating, And controlling of a project effectively and efficiently throughout its phases, From planning through execution then completion and review to achieve pre-defined objectives or satisfying the project stakeholder by producing the right deliverable at the right time, Cost and quality"
3573,Answer the question concisely with only the answer: when was the constitution of south africa written? Answer:,1994
8668,Answer the question concisely with only the answer: who won the election of 1824 but failed to win a majority of the votes necessary to become president? Answer:,John Quincy Adams
70543,Answer the question concisely with only the answer: where was the epicenter of the earthquake that caused the 2004 tsunami? Answer:,"Off the west coast of Sumatra, Indonesia"
70262,Answer the question concisely with only the answer: when did ted hughes wrote the iron man? Answer:,1968
30813,Answer the question concisely with only the answer: who will be on the throne when the queen dies? Answer:,"Charles, Prince of Wales"
84989,Answer the question concisely with only the answer: when was the last time the red sox were in the world series? Answer:,2013
61200,Answer the question concisely with only the answer: name of the horse of rani laxmi bai? Answer:,"Strange, Pavan, Basal"
19211,Answer the question concisely with only the answer: who has the primary duty of ensuring justice? Answer:,judiciary
18140,Answer the question concisely with only the answer: when did the first tim hortons open in the usa? Answer:,1981
24160,Answer the question concisely with only the answer: where was the man with the withered hand healed? Answer:,The synagogue
1892,Answer the question concisely with only the answer: what is the name of the strait between djibouti and yemen? Answer:,Bad - El - Man deb
85023,Answer the question concisely with only the answer: john frusciante niandra lades and usually just a t-shirt? Answer:,Debut solo album by John Frustrate
33766,Answer the question concisely with only the answer: who built the temple in the sea in trinidad? Answer:,Sedans Sadhu
52311,Answer the question concisely with only the answer: what period follows the end of the bronze age in greece? Answer:,Greek Dark Ages
48543,Answer the question concisely with only the answer: when was the printing press invented in ancient china? Answer:,Before the TH century CE
32548,Answer the question concisely with only the answer: who wrote the hallelujah chorus from handel messiah? Answer:,George Frederic Handel
15545,Answer the question concisely with only the answer: who is the longest living president of the united states? Answer:,George H.W. Bush
22300,Answer the question concisely with only the answer: what is the meaning of school leaving certificate? Answer:,A certification obtained by a student on successful completion of an examination at the end of study
41376,Answer the question concisely with only the answer: who played rachel lynde in anne of green gables? Answer:,Patricia Hamilton
82213,Answer the question concisely with only the answer: what is the importance of national sorry day? Answer:,To remember and commemorate the mistreatment of the country's indigenous population
17948,Answer the question concisely with only the answer: who plays my old kentucky home at the derby? Answer:,The University of Louisville Marching Band
30427,Answer the question concisely with only the answer: where did two door cinema club get their name? Answer:,"From Halliday's mispronunciation of the name of the local cinema, The Tudor Cinema"
66336,Answer the question concisely with only the answer: when was the first sanatorium for tuberculosis treatment opened? Answer:,1885
63168,Answer the question concisely with only the answer: who are the judges on x factor uk 2015? Answer:,"Simon Cowell, Cheryl Fernandez - Versing, Rita Ora, Nick Scrimshaw"
84059,Answer the question concisely with only the answer: who dies in guardians of the galexy 2? Answer:,Ego
54370,Answer the question concisely with only the answer: who does morgan freeman play in shawshank redemption? Answer:,Ellis Boyd `` Red '' Redding
11838,Answer the question concisely with only the answer: who played in the ncaa finals last year? Answer:,North Carolina
61777,Answer the question concisely with only the answer: who played tulsa in the space between us? Answer:,Britt Robertson
81636,Answer the question concisely with only the answer: when does the critical period of language end? Answer:,Sometime between age and puberty
80364,Answer the question concisely with only the answer: what is the code for san diego airport? Answer:,"IATA : SAN, ICAO : SAN, FAA LID : SAN"
62599,Answer the question concisely with only the answer: what happened to ross martin on the wild wild west? Answer:,Broke his leg and then suffered a near - fatal heart attack
25536,Answer the question concisely with only the answer: who gets to go to the world series? Answer:,"The American League (AL) champion team, The National League (NL) champion team"
25000,Answer the question concisely with only the answer: the gallery at 291 fifth avenue in new york was established by? Answer:,Alfred Stieglitz
18457,Answer the question concisely with only the answer: what is the bean made of in chicago? Answer:,168 stainless steel plates welded together
58549,Answer the question concisely with only the answer: what does the ip in ip address stand for? Answer:,Internet Protocol
20656,Answer the question concisely with only the answer: who constructed the suez canal and when was it finished? Answer:,"Suez Canal Company, November 17, 1869"
79875,Answer the question concisely with only the answer: where was aguirre the wrath of god filmed? Answer:,"The Peruvian rainforest on the Amazon River during an arduous five - week period, Shooting on tributaries of the Ucayali region"
3741,Answer the question concisely with only the answer: who played duke santos in ocean's eleven? Answer:,Cesar Romero
11440,Answer the question concisely with only the answer: who is the lead singer in simply red? Answer:,Michael James Hucknall
63580,Answer the question concisely with only the answer: where did jesus heal peter's mother in law? Answer:,Cavernous
40965,Answer the question concisely with only the answer: what happens after first overtime in nhl playoffs? Answer:,- on - after first overtime
66254,Answer the question concisely with only the answer: when did purdue pharma begin manufacturing oxycontin in the united states? Answer:,1996
9921,Answer the question concisely with only the answer: who is the host of comedy central the daily show? Answer:,Trevor Noah
85288,Answer the question concisely with only the answer: when is book 6 of game of thrones going to be released? Answer:,Sometime between 2015 and 2018
2093,Answer the question concisely with only the answer: who sings heavy is the head that wears the crown? Answer:,"Zac Brown Band, Chris Cornell"
65116,Answer the question concisely with only the answer: who discovered the advantages of ac over dc? Answer:,Westinghouse Electric Company
23136,Answer the question concisely with only the answer: why do inoculated plates need to be incubated in the inverted position? Answer:,"To lessen the risk of contamination from airborne particles settling on them, To prevent the accumulation of any water condensation that may otherwise disturb or compromise a culture"
39689,Answer the question concisely with only the answer: what is the furthest distance that halleys comet travels from the sun? Answer:,35 AU
56892,Answer the question concisely with only the answer: what is the difference between senate and house of representatives? Answer:,"Senate ratifies treaties and approves presidential appointments, House initiates revenue - raising bills, The House initiates impeachment cases, Senate decides impeachment cases"
82140,Answer the question concisely with only the answer: where is the london school of economics located? Answer:,"Westminster, Central London, Near the boundary between Convent Garden and Osborn"
5211,Answer the question concisely with only the answer: who is the founder of facebook social network? Answer:,Mark Zuckerberg
8162,Answer the question concisely with only the answer: who's hit the most home runs in major league baseball? Answer:,Barry Bonds
9747,Answer the question concisely with only the answer: who has the key to the church of the holy sepulchre? Answer:,"Susannah family, Judah Al - Gouda family"
31429,Answer the question concisely with only the answer: what state has the highest population of bears? Answer:,Alaska
67249,Answer the question concisely with only the answer: who decides who is the next king of england? Answer:,Common law
48329,Answer the question concisely with only the answer: why were interest rates so high in 1990? Answer:,International Stock Market Slump
27721,Answer the question concisely with only the answer: how long is the all i have show? Answer:,Two hours
86175,Answer the question concisely with only the answer: who plays the voice of johnny on hotel transylvania? Answer:,Andy Sam berg
3763,Answer the question concisely with only the answer: the chhath festival is dedicated to which indian god? Answer:,Sun and his wife USA
54629,Answer the question concisely with only the answer: how many episodes does judge judy do a year? Answer:,260
14052,Answer the question concisely with only the answer: where does the united states get most of its uranium? Answer:,"Russia and Kazakhstan, Canada, Australia"
85982,Answer the question concisely with only the answer: which type of organism produces food in an ecosystem? Answer:,autotrophs
27328,Answer the question concisely with only the answer: who was serving as president of u.s. on june 14 1946? Answer:,Harry S. Truman
302,Answer the question concisely with only the answer: where is the rotator cuff located on the human body? Answer:,Shoulder joint
68358,Answer the question concisely with only the answer: when did the new season of blindspot start? Answer:,"October 27, 2017"
16387,Answer the question concisely with only the answer: what is the emerald tablet in the alchemist? Answer:,A compact and cryptic piece of the Hermetic reputed to contain the secret of the prime material and its transmutation
40810,Answer the question concisely with only the answer: what south american countries do not have access to the oceans? Answer:,"Bolivia, Paraguay"
56189,Answer the question concisely with only the answer: at what age does the thymus reach its maximal size? Answer:,puberty
59881,Answer the question concisely with only the answer: what is the distance of the super g course? Answer:,"400 m (,300 ft)"
42256,Answer the question concisely with only the answer: who has most technical fouls in nba history? Answer:,Rasheed Wallace
3449,Answer the question concisely with only the answer: where did the st louis rams move to? Answer:,Los Angeles
49041,Answer the question concisely with only the answer: how many viewers league of legends finals 2017? Answer:,60 million
59898,Answer the question concisely with only the answer: what are the different kinds of catholic priests? Answer:,"Ordained priesthood, Common priesthood (or priesthood of all the baptized faithful)"
8812,Answer the question concisely with only the answer: who wrote joy to the world jeremiah was a bullfrog? Answer:,Host Anton
20984,Answer the question concisely with only the answer: when did the orioles win the world series? Answer:,"1966, 1970, 1983"
81211,Answer the question concisely with only the answer: when did they stop using the cane in england? Answer:,1986
252,Answer the question concisely with only the answer: why did the stamp act of 1765 happen? Answer:,To pay for British military troops stationed in the American colonies after the French and Indian War
26932,Answer the question concisely with only the answer: when did snow white and the seven dwarfs come out? Answer:,1937
74238,Answer the question concisely with only the answer: when was the taj mahal declared a wonder of the world? Answer:,2007
43026,Answer the question concisely with only the answer: who sang backing vocals on money for nothing? Answer:,Sting
16002,Answer the question concisely with only the answer: what was the purpose of rhode island colony? Answer:,Religious freedom
29285,Answer the question concisely with only the answer: when did the movie mom and dad come out? Answer:,2017
52556,Answer the question concisely with only the answer: when was the first new pound coin made? Answer:,28 March 2017
60675,Answer the question concisely with only the answer: when did the boer war start and end? Answer:,11 October 1899 -- 31 May 1902
41456,Answer the question concisely with only the answer: which list of elements belongs to the family commonly called the noble gases? Answer:,"He, Ne, Ar, Kr, Xe, Rn"
58799,Answer the question concisely with only the answer: what is the meaning of jack and diane? Answer:,Based on the 1962 Tennessee Williams film Sweet Bird of Youth
81782,Answer the question concisely with only the answer: how many times bigger is vy canis majoris than our sun? Answer:,17 ± times the mass of the Sun (M)
75593,Answer the question concisely with only the answer: who controlled vietnam for more than a thousand years? Answer:,Chinese
25701,Answer the question concisely with only the answer: west is the best east is the least? Answer:,"Add W declinations when going True headings to Magnetic Compass, And subtract E ones"
28466,Answer the question concisely with only the answer: who wrote the jazz classic i got rhythm? Answer:,George Gershwin
34598,Answer the question concisely with only the answer: who played frank on my name is earl? Answer:,Michael Rapport
60451,Answer the question concisely with only the answer: the winner of season 9 rupaul drag race? Answer:,Sasha Velour
40561,Answer the question concisely with only the answer: sons of anarchy what is wrong with clay's hands? Answer:,"Suffers from osteoarthritis (degenerative arthritis) in his hands, Which is slowly worsening"
49199,Answer the question concisely with only the answer: where is hell on wheels supposed to take place? Answer:,"In the mobile encampment, Called `` Hell on Wheels '', That followed the rail head west across the Great Plains"
51834,Answer the question concisely with only the answer: what does it mean when you hear high pitched noises? Answer:,Tinnitus
7819,Answer the question concisely with only the answer: where did how much wood could a woodchuck chuck come from? Answer:,"A 1902 song `` The Woodchuck Song '', Written by Robert Hobart Davis for Fay Templeton in the musical The Runaways"
51833,Answer the question concisely with only the answer: when was the additional child tax credit introduced? Answer:,Taxpayer Relief Act of 1997
73913,Answer the question concisely with only the answer: what kind of fly is a green fly? Answer:,Blow fly
1971,Answer the question concisely with only the answer: who played liesl in the sound of music movie? Answer:,Charmin Carr
36596,Answer the question concisely with only the answer: how many digits is a uk national insurance number? Answer:,"Two prefix letters, Six digits, And one suffix letter"
53105,Answer the question concisely with only the answer: who sang you got the music in you? Answer:,New Radicals
2759,Answer the question concisely with only the answer: where was a night at the roxbury filmed? Answer:,Los Angeles
27963,Answer the question concisely with only the answer: who played conan the barbarian in the tv series? Answer:,Ralf Mueller (AKA Rolf Muller)
7926,Answer the question concisely with only the answer: who won the new york city mayoral election 2017? Answer:,Bill de Blasio
13288,Answer the question concisely with only the answer: who sang simon smith and his dancing bear? Answer:,"Alan Price Set, Harry Wilson, Morrissey, Harper's Bizarre, Bobby Short, Alike Yang, Chervil River"
69402,Answer the question concisely with only the answer: who funded north vietnam in the vietnam war? Answer:,"The Soviet Union, China, Other communist allies"
7161,Answer the question concisely with only the answer: what does joint tenancy mean in real estate? Answer:,If more than one person leases the same property
75802,Answer the question concisely with only the answer: when does the nile river flood every year? Answer:,August
40499,Answer the question concisely with only the answer: when does americas funniest home videos come on? Answer:,Sunday nights at / central
70499,Answer the question concisely with only the answer: when did the last living survivor of the titanic die? Answer:,31 May 2009
25524,Answer the question concisely with only the answer: where does the title the curious incident of the dog in the night time come from? Answer:,Arthur Conan Doyle's 1892 short story `` The Adventure of Silver Blaze ''
68477,Answer the question concisely with only the answer: who brought the reforms of moral therapy to the us? Answer:,"Benjamin Rush (1745 -- 1813), An eminent physician at Pennsylvania Hospital"
44290,Answer the question concisely with only the answer: on which line is dhaula kuan metro station? Answer:,Delhi Airport Express Line of the Delhi Metro
31740,Answer the question concisely with only the answer: when was the wellness recovery action plan developed? Answer:,1997
81537,Answer the question concisely with only the answer: who was thrown into the lion's den? Answer:,Daniel
49849,Answer the question concisely with only the answer: who is the actor that play the good doctor? Answer:,Freddie High more
40037,Answer the question concisely with only the answer: where is the world cup taking place this year? Answer:,Russia
65384,Answer the question concisely with only the answer: why was japan angry with the united states in the fall of 1906? Answer:,Over the segregation of Japanese children in San Francisco schools
42496,Answer the question concisely with only the answer: when does the second season of the gifted come out? Answer:,"September 25, 2018"
3491,Answer the question concisely with only the answer: in which state rastriya rakshak dal was established? Answer:,Punjab
17446,Answer the question concisely with only the answer: halo wars 2 when does it take place? Answer:,In 2559
24126,Answer the question concisely with only the answer: what does christine from simply nailogical do for a living? Answer:,Crime and health statistics analyst
54254,Answer the question concisely with only the answer: who does samantha end up with on er? Answer:,Tony
39475,Answer the question concisely with only the answer: when did arsenal last win the fa cup? Answer:,2017
68117,Answer the question concisely with only the answer: when did australia sign the declaration of human rights? Answer:,10 December 1948
36432,Answer the question concisely with only the answer: when did richmond last play in a preliminary final? Answer:,2017
70834,Answer the question concisely with only the answer: who did seahawks play in super bowl 2014? Answer:,Denver Broncos
55523,Answer the question concisely with only the answer: who sings the theme song for family matters? Answer:,Jesse Frederick
30353,Answer the question concisely with only the answer: who sang you don't know what it's like? Answer:,Economize Crush
44796,Answer the question concisely with only the answer: when does a president's fiscal year start? Answer:,October
80256,Answer the question concisely with only the answer: what is the name of the actress in king kong? Answer:,Naomi Watts
63922,Answer the question concisely with only the answer: which branch of government creates federal agencies answers.com? Answer:,Congress
72635,Answer the question concisely with only the answer: where is going to be the next world cup in 2026? Answer:,"The United States, Canada, Mexico"
38185,Answer the question concisely with only the answer: where does the army navy game take place? Answer:,Lincoln Financial Field in Philadelphia
81946,Answer the question concisely with only the answer: what is the latest version of osx el capitan? Answer:,Version 10.11
33953,Answer the question concisely with only the answer: who plays helena peabody on the l word? Answer:,Rachel Shelley
73769,Answer the question concisely with only the answer: who does lara jean end up with at the end of the books? Answer:,Peter
52803,Answer the question concisely with only the answer: where was the movie fundamentals of caring filmed? Answer:,"Atlanta, Georgia, Cartersville, Georgia"
61663,Answer the question concisely with only the answer: who's playing in the ncaa football championship? Answer:,"Alabama Crimson Tide, Georgia Bulldogs"
49066,Answer the question concisely with only the answer: the product of mass and velocity is called? Answer:,momentum
19630,Answer the question concisely with only the answer: who plays the little girl in breaking dawn part 2? Answer:,Mackenzie Christine For
16685,Answer the question concisely with only the answer: what percentage of the world is homeless 2018? Answer:,Estimated 150 million people are homeless worldwide
15278,Answer the question concisely with only the answer: what are the names of the percy jackson movies? Answer:,"Percy Jackson & the Olympians : The Lightning Thief, Percy Jackson : Sea of Monsters"
53229,Answer the question concisely with only the answer: who played in last year's ncaa football championship? Answer:,"The Alabama Crimson Tide, The Georgia Bulldogs"
4317,Answer the question concisely with only the answer: when did the song mony mony come out? Answer:,"1968, 1981"
27113,Answer the question concisely with only the answer: where did the stones come from to build stonehenge? Answer:,"Presell Hills, Glacial erratics by the Irish Sea Glacier, Modern - day Pembrokeshire in Wales"
59257,Answer the question concisely with only the answer: when was the bribery act implemented in the uk? Answer:,July 2011
60662,Answer the question concisely with only the answer: last podcast on the left left hand path? Answer:,The Magic Series - The Left-hand Path
17437,Answer the question concisely with only the answer: where does james fly his giant peach to? Answer:,New York City
78935,Answer the question concisely with only the answer: which french city is world famous for the fashion industry? Answer:,Paris
63030,Answer the question concisely with only the answer: who is the actor who plays iron fist? Answer:,Finn Jones
35417,Answer the question concisely with only the answer: what is the first day of fall in north america? Answer:,September 21
66215,Answer the question concisely with only the answer: who plays the king of the hill theme song? Answer:,The Refreshments
51533,Answer the question concisely with only the answer: what does e/m stand for in medical terms? Answer:,Evaluation and management
24884,Answer the question concisely with only the answer: who is the hennessey venom gt made by? Answer:,Hennessy Performance Engineering
22141,Answer the question concisely with only the answer: when does the stanley cup finals 2018 start? Answer:,May 11
68968,Answer the question concisely with only the answer: who is typically appointed to a parole board? Answer:,People qualified to make judgements about the suitability of a prisoner for return to free society
49303,Answer the question concisely with only the answer: when is marilyn manson new album being released? Answer:,"October, 2017"
4587,Answer the question concisely with only the answer: the type of reproduction that requires the union of sperm and egg? Answer:,Human fertilization
43180,Answer the question concisely with only the answer: who is the first hispanic player voted into baseball's hall of fame? Answer:,Roberto Enrique Clemente Walker
63216,Answer the question concisely with only the answer: when does phantom of the opera take place? Answer:,1911
38165,Answer the question concisely with only the answer: what metric unit is used to describe the mass of an object? Answer:,kilogram
80113,Answer the question concisely with only the answer: where did the battle of badr take place? Answer:,The Head region of western Arabia
34276,Answer the question concisely with only the answer: how many national schools in sri lanka 2016? Answer:,342
67924,Answer the question concisely with only the answer: who was bennie and the jets written about? Answer:,Satire on the music industry of the 1970s
46825,Answer the question concisely with only the answer: what is the average height of the highest peaks in the drakensberg mountain range? Answer:,"In excess of, 000 m (,600 ft)"
78392,Answer the question concisely with only the answer: who is the boy in blues brothers 2000? Answer:,J. Evan Boniface
7915,Answer the question concisely with only the answer: where is the original 5 points in nyc? Answer:,Lower Manhattan
20911,Answer the question concisely with only the answer: who has the most stanley cups in nhl? Answer:,Montreal Canadiens
83619,Answer the question concisely with only the answer: who is in charge of a football match? Answer:,referee
3002,Answer the question concisely with only the answer: how long can you be governor in california? Answer:,"Two terms, If served after November, 1990"
70293,Answer the question concisely with only the answer: who built the grand hotel on mackinac island? Answer:,The Mackinac Island Hotel Company
58715,Answer the question concisely with only the answer: the talmud is a combination of the gemara and the? Answer:,The Mishnah
34860,Answer the question concisely with only the answer: what type of forensic scientist is barry allen? Answer:,Police forensic scientist
77746,Answer the question concisely with only the answer: who wins season 2 of americas next top model? Answer:,Falasha Towers
67569,Answer the question concisely with only the answer: who is mr potter in it's a wonderful life? Answer:,Lionel Barrymore
