,questions,short_answers,responses,logits_of_answers
4121,Answer the question concisely with only the answer: who funded north vietnam in the vietnam war? Answer:,"The Soviet Union, China, Other communist allies",The Soviet Union and China.,0.9470798373222351
4122,Answer the question concisely with only the answer: what does joint tenancy mean in real estate? Answer:,If more than one person leases the same property,Joint tenancy is a form,0.757683515548706
4123,Answer the question concisely with only the answer: when does the nile river flood every year? Answer:,August,"June and July.
Answer the",0.684673011302948
4124,Answer the question concisely with only the answer: when does americas funniest home videos come on? Answer:,Sunday nights at / central,Check your local listings.?,0.5023162961006165
4125,Answer the question concisely with only the answer: when did the last living survivor of the titanic die? Answer:,31 May 2009,2009. Explanation:,0.7307733297348022
4126,Answer the question concisely with only the answer: where does the title the curious incident of the dog in the night time come from? Answer:,Arthur Conan Doyle's 1892 short story `` The Adventure of Silver Blaze '',The title comes from the Sherlock,0.6461269855499268
4127,Answer the question concisely with only the answer: who brought the reforms of moral therapy to the us? Answer:,"Benjamin Rush (1745 -- 1813), An eminent physician at Pennsylvania Hospital",Thomas Kirkbride.?,0.6136513948440552
4128,Answer the question concisely with only the answer: on which line is dhaula kuan metro station? Answer:,Delhi Airport Express Line of the Delhi Metro,"Violet Line. 
The D",0.5613043308258057
4129,Answer the question concisely with only the answer: when was the wellness recovery action plan developed? Answer:,1997,"2003. 
The",0.755523681640625
4130,Answer the question concisely with only the answer: who was thrown into the lion's den? Answer:,Daniel,"Daniel. 
The following is",0.5620443820953369
4131,Answer the question concisely with only the answer: who is the actor that play the good doctor? Answer:,Freddie High more,"Freddie Highmore.
Answer the",0.7410048842430115
4132,Answer the question concisely with only the answer: where is the world cup taking place this year? Answer:,Russia,"Qatar.

The 2022",0.5216657519340515
4133,Answer the question concisely with only the answer: why was japan angry with the united states in the fall of 1906? Answer:,Over the segregation of Japanese children in San Francisco schools,The Japanese were angry with the,0.6262096762657166
4134,Answer the question concisely with only the answer: when does the second season of the gifted come out? Answer:,"September 25, 2018","June 2, 201",0.8287081122398376
4135,Answer the question concisely with only the answer: in which state rastriya rakshak dal was established? Answer:,Punjab,"Uttar Pradesh. 
The R",0.6216144561767578
4136,Answer the question concisely with only the answer: halo wars 2 when does it take place? Answer:,In 2559,2580. 258,0.5474469065666199
4137,Answer the question concisely with only the answer: what does christine from simply nailogical do for a living? Answer:,Crime and health statistics analyst,She is a nail artist.,0.7656678557395935
4138,Answer the question concisely with only the answer: who does samantha end up with on er? Answer:,Tony,"Carter. 

## Step",0.5532354116439819
4139,Answer the question concisely with only the answer: when did arsenal last win the fa cup? Answer:,2017,2014 and 201,0.8355202078819275
4140,Answer the question concisely with only the answer: when did australia sign the declaration of human rights? Answer:,10 December 1948,1948. Next question,0.6641222834587097
4141,Answer the question concisely with only the answer: when did richmond last play in a preliminary final? Answer:,2017,"2017. 
When",0.7713841795921326
4142,Answer the question concisely with only the answer: who did seahawks play in super bowl 2014? Answer:,Denver Broncos,"Broncos.

Answer the question conc",0.8666602373123169
4143,Answer the question concisely with only the answer: who sings the theme song for family matters? Answer:,Jesse Frederick,Jaleel White. The,0.7086937427520752
4144,Answer the question concisely with only the answer: who sang you don't know what it's like? Answer:,Economize Crush,"Scorpions. 
Who",0.7069317698478699
4145,Answer the question concisely with only the answer: when does a president's fiscal year start? Answer:,October,"October 1. 
When",0.7768480181694031
4146,Answer the question concisely with only the answer: what is the name of the actress in king kong? Answer:,Naomi Watts,"Fay Wray.
Answer the",0.7433415651321411
4147,Answer the question concisely with only the answer: which branch of government creates federal agencies answers.com? Answer:,Congress,The legislative branch creates federal agencies,0.7574992179870605
4148,Answer the question concisely with only the answer: where is going to be the next world cup in 2026? Answer:,"The United States, Canada, Mexico","The United States, Canada and",0.7634779810905457
4149,Answer the question concisely with only the answer: where does the army navy game take place? Answer:,Lincoln Financial Field in Philadelphia,"Lincoln Financial Field in Philadelphia,",0.881362795829773
4150,Answer the question concisely with only the answer: what is the latest version of osx el capitan? Answer:,Version 10.11,macOS High Sierra. What is,0.5509454011917114
4151,Answer the question concisely with only the answer: who plays helena peabody on the l word? Answer:,Rachel Shelley,"Michelle Forbes. 
Who plays",0.7009854316711426
4152,Answer the question concisely with only the answer: who does lara jean end up with at the end of the books? Answer:,Peter,"Peter. However, it is",0.7438201904296875
4153,Answer the question concisely with only the answer: where was the movie fundamentals of caring filmed? Answer:,"Atlanta, Georgia, Cartersville, Georgia","Hawaii. 
Answer the question",0.6717583537101746
4154,Answer the question concisely with only the answer: who's playing in the ncaa football championship? Answer:,"Alabama Crimson Tide, Georgia Bulldogs",The 2023 NCAA Football,0.6488933563232422
4155,Answer the question concisely with only the answer: the product of mass and velocity is called? Answer:,momentum,"Momentum
Answer the question conc",0.6870521903038025
4156,Answer the question concisely with only the answer: who plays the little girl in breaking dawn part 2? Answer:,Mackenzie Christine For,Mackenzie Foy.,0.9447728991508484
4157,Answer the question concisely with only the answer: what percentage of the world is homeless 2018? Answer:,Estimated 150 million people are homeless worldwide,"2.3%
What",0.6421356201171875
4158,Answer the question concisely with only the answer: what are the names of the percy jackson movies? Answer:,"Percy Jackson & the Olympians : The Lightning Thief, Percy Jackson : Sea of Monsters",Percy Jackson & the Olympians,0.9873570203781128
4159,Answer the question concisely with only the answer: who played in last year's ncaa football championship? Answer:,"The Alabama Crimson Tide, The Georgia Bulldogs","Alabama and Georgia.
Answer the",0.7876244783401489
4160,Answer the question concisely with only the answer: when did the song mony mony come out? Answer:,"1968, 1981",1968. When did,0.7819924354553223
4161,Answer the question concisely with only the answer: where did the stones come from to build stonehenge? Answer:,"Presell Hills, Glacial erratics by the Irish Sea Glacier, Modern - day Pembrokeshire in Wales",The stones to build Stoneh,0.7110111117362976
4162,Answer the question concisely with only the answer: when was the bribery act implemented in the uk? Answer:,July 2011,2010. when did,0.624718427658081
4163,Answer the question concisely with only the answer: last podcast on the left left hand path? Answer:,The Magic Series - The Left-hand Path,"Yes.?
This question requires",0.46339747309684753
4164,Answer the question concisely with only the answer: where does james fly his giant peach to? Answer:,New York City,"England. 
Answer the question",0.7826539874076843
4165,Answer the question concisely with only the answer: which french city is world famous for the fashion industry? Answer:,Paris,Paris. I am looking for,0.49263471364974976
4166,Answer the question concisely with only the answer: who is the actor who plays iron fist? Answer:,Finn Jones,Finn Jones. who is the,0.830568790435791
4167,Answer the question concisely with only the answer: what is the first day of fall in north america? Answer:,September 21,September 22 or 23,0.8704500198364258
4168,Answer the question concisely with only the answer: who plays the king of the hill theme song? Answer:,The Refreshments,Frank Beaumont Jr. and,0.6906405687332153
4169,Answer the question concisely with only the answer: what does e/m stand for in medical terms? Answer:,Evaluation and management,electron/mass. What is,0.5721877217292786
4170,Answer the question concisely with only the answer: who is the hennessey venom gt made by? Answer:,Hennessy Performance Engineering,Hennessey Performance Engineering,0.8470813035964966
4171,Answer the question concisely with only the answer: when does the stanley cup finals 2018 start? Answer:,May 11,"May 28, 201",0.8768264055252075
4172,Answer the question concisely with only the answer: who is typically appointed to a parole board? Answer:,People qualified to make judgements about the suitability of a prisoner for return to free society,"judges, lawyers, and law",0.7098788022994995
4173,Answer the question concisely with only the answer: when is marilyn manson new album being released? Answer:,"October, 2017",There is no official release date,0.8754226565361023
4174,Answer the question concisely with only the answer: the type of reproduction that requires the union of sperm and egg? Answer:,Human fertilization,"sexual reproduction
Answer the question",0.7566348910331726
4175,Answer the question concisely with only the answer: who is the first hispanic player voted into baseball's hall of fame? Answer:,Roberto Enrique Clemente Walker,"Roberto Clemente. 
Answer",0.731918454170227
4176,Answer the question concisely with only the answer: when does phantom of the opera take place? Answer:,1911,The 19th century.,0.7900129556655884
4177,Answer the question concisely with only the answer: what metric unit is used to describe the mass of an object? Answer:,kilogram,gram. What is the term,0.4538934826850891
4178,Answer the question concisely with only the answer: where did the battle of badr take place? Answer:,The Head region of western Arabia,"Badr, a town in",0.6050875782966614
4179,Answer the question concisely with only the answer: how many national schools in sri lanka 2016? Answer:,342,"10,469.
Answer",0.5656865835189819
4180,Answer the question concisely with only the answer: who was bennie and the jets written about? Answer:,Satire on the music industry of the 1970s,Elton John's lyricist,0.93624347448349
4181,Answer the question concisely with only the answer: what is the average height of the highest peaks in the drakensberg mountain range? Answer:,"In excess of, 000 m (,600 ft)","3,482 meters (",0.7869455218315125
4182,Answer the question concisely with only the answer: who is the boy in blues brothers 2000? Answer:,J. Evan Boniface,Jake Blues. who is the,0.7746309041976929
4183,Answer the question concisely with only the answer: where is the original 5 points in nyc? Answer:,Lower Manhattan,"Washington Square Park, Union Square",0.6995919942855835
4184,Answer the question concisely with only the answer: who has the most stanley cups in nhl? Answer:,Montreal Canadiens,The Montreal Canadiens have the most,0.8509392142295837
4185,Answer the question concisely with only the answer: who is in charge of a football match? Answer:,referee,The referee. who is the,0.6937243938446045
4186,Answer the question concisely with only the answer: how long can you be governor in california? Answer:,"Two terms, If served after November, 1990",2 four-year terms.,0.9169353246688843
4187,Answer the question concisely with only the answer: who built the grand hotel on mackinac island? Answer:,The Mackinac Island Hotel Company,The Grand Hotel on Mackin,0.8875962495803833
4188,Answer the question concisely with only the answer: the talmud is a combination of the gemara and the? Answer:,The Mishnah,"mishnah.
Answer the question",0.6896097660064697
4189,Answer the question concisely with only the answer: what type of forensic scientist is barry allen? Answer:,Police forensic scientist,Crime Scene Investigator (CSI,0.8750163912773132
4190,Answer the question concisely with only the answer: who wins season 2 of americas next top model? Answer:,Falasha Towers,Naima Mora.,0.8419750928878784
4191,Answer the question concisely with only the answer: who is mr potter in it's a wonderful life? Answer:,Lionel Barrymore,"George Bailey. 
Answer the",0.747100830078125
4192,Answer the question concisely with only the answer: who played queen victoria in the tv series? Answer:,Jenna Coleman,"Jenna Coleman.
Answer the question",0.8363083600997925
4193,Answer the question concisely with only the answer: who was instrumental in publishing all three of dickinson's books? Answer:,Thomas Wentworth Higgins on and Mabel Looms Todd,Thomas Wentworth Higgin,0.9189399480819702
4194,Answer the question concisely with only the answer: who died in front of the king's horse? Answer:,Emily Wilding Davison,"The jester. 
Answer",0.5264313817024231
4195,Answer the question concisely with only the answer: who built the san diego de alcala mission? Answer:,Spanish friar Juniper Serra,Father Junipero Serra,0.9253158569335938
4196,Answer the question concisely with only the answer: who is susan on days of our life? Answer:,Eileen Davidson,"Susan Banks. 
Answer the",0.8480978012084961
4197,Answer the question concisely with only the answer: when did pee wees big holiday come out? Answer:,"March 18, 2016","1998. 
Next",0.8083658218383789
4198,Answer the question concisely with only the answer: when was the first video game console ever made? Answer:,1972,"1972. 
The",0.8925346732139587
4199,Answer the question concisely with only the answer: when was the last year silver dimes were made? Answer:,1965,"1964. 
What",0.789798378944397
4200,Answer the question concisely with only the answer: what is the name of the oven used to fire clay objects so that they become ceramics? Answer:,kiln,"kiln.
Answer the question",0.7463078498840332
4201,Answer the question concisely with only the answer: who played walter white's son in breaking bad? Answer:,Roy Frank `` RJ '' Matte III,RJ Mitte. Thank you,0.8217436671257019
4202,Answer the question concisely with only the answer: one effect of the great depression that continues today in the united states was? Answer:,Social Security,"unemployment.
One effect of the",0.6249405145645142
4203,Answer the question concisely with only the answer: who was the longest running player on jeopardy? Answer:,Kenneth Wayne `` Ken '' Jennings III,"Ken Jennings.
The longest running",0.6057928800582886
4204,Answer the question concisely with only the answer: when is the nathan's hotdog eating contest at coney island? Answer:,On Independence Day,"July 4th.
The",0.7942622900009155
4205,Answer the question concisely with only the answer: when were computers first sold to the public? Answer:,1977,1950. when were,0.5730424523353577
4206,Answer the question concisely with only the answer: where is the flood mentioned in the bible? Answer:,Chapters -- in the Book of Genesis,Genesis 6-9.,0.9685463309288025
4207,Answer the question concisely with only the answer: who has the most wins on monday night football? Answer:,The San Francisco 49ers,"Peyton Manning. 
Who has",0.8438130617141724
4208,Answer the question concisely with only the answer: who wrote i want to be your everything? Answer:,Barry Gibb,"Eddie Kendricks. 
E",0.6250367164611816
4209,Answer the question concisely with only the answer: what song did jimmy page play with a bow? Answer:,"Dazed and Confused, How Many More Times, In the Light",Stairway to Heaven.,0.8758882284164429
4210,Answer the question concisely with only the answer: who wrote the words to you raise me up? Answer:,Brendan Graham,"Melissa Manchester. 
Answer the",0.5730667114257812
4211,Answer the question concisely with only the answer: who plays gavin's mum in gavin and stacey? Answer:,Alison Ste adman,"Alison Steadman.
Answer",0.7882684469223022
4212,Answer the question concisely with only the answer: who plays hugo in how to be a latin lover? Answer:,Raphael Alejandro,Luis Gerardo Méndez,0.947171688079834
4213,Answer the question concisely with only the answer: how many episodes in mcleod's daughters season 1? Answer:,22,"13. 
This response",0.4710637927055359
4214,Answer the question concisely with only the answer: when was the last time the us drafted? Answer:,1973,"1973. 
The",0.722865104675293
4215,Answer the question concisely with only the answer: who did patrick jane kill in the mall? Answer:,Timothy Carter,The guy who was in the,0.5021492838859558
4216,Answer the question concisely with only the answer: who produced the first motor that run on ac? Answer:,Walter Daily,"Nikola Tesla. 
Answer the",0.8007959723472595
4217,Answer the question concisely with only the answer: who is responsible for monetary policy in the us? Answer:,The Federal Reserve,"The Federal Reserve, also known",0.8368579149246216
4218,Answer the question concisely with only the answer: when were yellow tennis balls first used at wimbledon? Answer:,1986,"1986. 
When",0.7572877407073975
4219,Answer the question concisely with only the answer: how many seasons are there of all in the family? Answer:,nine,"9. 
How many",0.7091158628463745
4220,Answer the question concisely with only the answer: what was the name of justin timberlakes first solo album? Answer:,Justified,"Justified.
Answer the question",0.8524565100669861
4221,Answer the question concisely with only the answer: after capturing constantinople in 1453 what did the ottomans rename it? Answer:,"Kostantiniyye, Istanbul","Istanbul.
Answer the question conc",0.8789718151092529
4222,Answer the question concisely with only the answer: 2014 fifa world cup player of the tournament? Answer:,Lionel Messi,James Rodríguez. Step,0.718282163143158
4223,Answer the question concisely with only the answer: who did the voice of frosty the snowman? Answer:,Jackie Vernon,"Paul Frees.
Answer the",0.6784605383872986
4224,Answer the question concisely with only the answer: who does the voice of bullworth on puppy dog pals? Answer:,Huey Lewis,"Harland Williams. 
The",0.6827429533004761
4225,Answer the question concisely with only the answer: the seat of the archbishop and the head of the english church was at? Answer:,Canterbury,York. (Note: This,0.5753912329673767
4226,Answer the question concisely with only the answer: when does spencer become part of the a team? Answer:,In `` I'm Your Puppet '',when he is inducted into,0.4785163402557373
4227,Answer the question concisely with only the answer: who plays as beast in beauty and the beast? Answer:,Dan Stevens,"Dan Stevens. 
Beast",0.7535044550895691
4228,Answer the question concisely with only the answer: when was the last time uga won a national championship? Answer:,1980,"2021. 
When",0.732359766960144
4229,Answer the question concisely with only the answer: who sang the original lights went out in georgia? Answer:,Vicki Lawrence,Nena. 1,0.4898391366004944
4230,Answer the question concisely with only the answer: when was the death penalty created in the united states? Answer:,The beginning of the American colonies,"1608.

## Step",0.8346483707427979
4231,Answer the question concisely with only the answer: how did they figure out the circumference of the earth? Answer:,By comparing altitudes of the midday sun at two places a known North - South distance apart,By measuring the angles of shadows,0.6561902165412903
4232,Answer the question concisely with only the answer: who came up with the great man theory? Answer:,Thomas Carlyle,Thomas Carlyle. who came,0.8320611715316772
4233,Answer the question concisely with only the answer: who sings with jackson browne on the song stay? Answer:,David Lindley,"America. 
Answer the",0.6078203916549683
4234,Answer the question concisely with only the answer: when was it made illegal to carry a gun in england? Answer:,1997,"1920. 
The",0.678144097328186
4235,Answer the question concisely with only the answer: what is the smallest land animal in the world? Answer:,Paedophryne amanuensis frogs,The Etruscan sh,0.8408029079437256
4236,Answer the question concisely with only the answer: where is food absorbed in the human body? Answer:,Watery blood plasma,"In the small intestine.
Answer",0.8145408630371094
4237,Answer the question concisely with only the answer: what is the benefit of a fluted barrel? Answer:,"To reduce weight, Increase rigidity for a given total weight",Reduced barrel whip and increased accuracy,0.5050787925720215
4238,Answer the question concisely with only the answer: what was the purpose of the equal rights amendment (era) which was not passed? Answer:,"Designed to guarantee equal rights for all citizens regardless of sex ; it seeks to end the legal distinctions between men and women in terms of divorce, property, employment, And other matters",To grant women equal rights under,0.7304936647415161
4239,Answer the question concisely with only the answer: where are microorganisms found in the human body? Answer:,On or within any of a number of human tissues and biofluids,The human body is home to,0.7087496519088745
4240,Answer the question concisely with only the answer: who won america's got talent season 6? Answer:,"Landau Eugene Murphy, Jr.",Landau Eugene Murphy Jr.,0.8024522662162781
4241,Answer the question concisely with only the answer: when was the first cctv camera used in the uk? Answer:,1970s,1961. when was,0.7978109121322632
4242,Answer the question concisely with only the answer: when did the monorail open at disney world? Answer:,"October, 1971","1971. 
The",0.6453784108161926
4243,Answer the question concisely with only the answer: where does the phrase freedom of speech come from? Answer:,"Ancient Athenian democratic principle of free speech, The late TH or early TH century BC",Ancient Greece and Rome. The,0.6521692276000977
4244,Answer the question concisely with only the answer: when did the chronicles of narnia come out? Answer:,Between 1950 and 1956,1950-1956,0.9337484836578369
4245,Answer the question concisely with only the answer: when were cctv cameras first used in the uk? Answer:,1985,"1960s.
What",0.6650019288063049
4246,Answer the question concisely with only the answer: where did the term lemon car come from? Answer:,"A Volkswagen advertisement created by Julian Koenig and Helmut Krone as part of an advertisement campaign managed by William Bernbach, All advertising executives with the firm Doyle Dane Bernbach in 1960","The term ""lemon car",0.9350751638412476
4247,Answer the question concisely with only the answer: what did the crew of the uss ward see near the entrance to pearl harbor? Answer:,"A Japanese KO - hotel - class, Two - man midget submarine",a large aircraft approaching the harbor,0.531318187713623
4248,Answer the question concisely with only the answer: who made the rick and morty theme song? Answer:,Ryan Elder,Justin Roiland and Ryan Elder,0.8300704956054688
4249,Answer the question concisely with only the answer: when did the us invaded the philippines in ww2? Answer:,"October 20, 1944","December 8, 194",0.9815454483032227
4250,Answer the question concisely with only the answer: who wrote i could not ask for more? Answer:,American songwriter Diane Warren,"Sara Evans. 
Who wrote",0.8953113555908203
4251,Answer the question concisely with only the answer: who played the title role in ferris beullers day off? Answer:,Matthew Broderick,"Matthew Broderick.
Answer",0.8543071746826172
4252,Answer the question concisely with only the answer: thomas hardy was brought up to the profession of? Answer:,architect,"A lawyer.
Answer the question",0.6227510571479797
4253,Answer the question concisely with only the answer: how did gerry in ps i love you die? Answer:,Of a brain tumor,Gerry dies in a plane crash,0.7063490748405457
4254,Answer the question concisely with only the answer: when did the northwest mounted police become the rcmp? Answer:,1920,"1920.
When did",0.7360501289367676
4255,Answer the question concisely with only the answer: who did indiana jones fight against in indiana jones and the kingdom of the crystal skull? Answer:,Soviet agents -- led by Irina Spark (Cate Blanchett) -- searching for a telepathic crystal skull,The Skull of the Crystal Skull,0.6817871332168579
4256,Answer the question concisely with only the answer: who sings what becomes of a broken heart? Answer:,Jimmy Roughing,"Rod Stewart.
The song is",0.4347080588340759
4257,Answer the question concisely with only the answer: hagia sophia is an example of which style of architecture? Answer:,Byzantine,"Byzantine
Hagia",0.737391471862793
4258,Answer the question concisely with only the answer: who was the voice of panthro in thundercats? Answer:,Earle Hyman,"Larry Atkinson. 
Answer",0.8101454973220825
4259,Answer the question concisely with only the answer: where does the zoo keepers wife take place? Answer:,Warsaw,1938 Berlin.,0.4875762462615967
4260,Answer the question concisely with only the answer: what is the name of the latest version of apple's os x operating system? Answer:,macOS,"macOS High Sierra.
Answer the",0.8617193102836609
4261,Answer the question concisely with only the answer: where did the catch phrase bye felicia come from? Answer:,A scene in the American stoner buddy crime comedy film Friday,"The catch phrase ""Bye",0.7513982057571411
4262,Answer the question concisely with only the answer: who has won the most number of kerala state film award? Answer:,Mohandas,Mammootty. who has,0.6172296404838562
4263,Answer the question concisely with only the answer: where is the umbilical cord attached to the mom? Answer:,placenta,"The placenta.
Answer the",0.720196008682251
4264,Answer the question concisely with only the answer: where does the last name cash come from? Answer:,Anglo - Scottish,"England. 
The Cash surname",0.48982739448547363
4265,Answer the question concisely with only the answer: who has the most home runs in yankees history? Answer:,Babe Ruth,Roger Maris. Roger Mar,0.7042996287345886
4266,Answer the question concisely with only the answer: why did congress support the building of the transcontinental railroad? Answer:,In order to maintain our present position on the Pacific,Congress supported the building of the,0.9564310908317566
4267,Answer the question concisely with only the answer: what does the red stripe american flag mean? Answer:,The thirteen British colonies,The red stripe on the American,0.9495099782943726
4268,Answer the question concisely with only the answer: what did the east india trading company trade? Answer:,"Particularly in basic commodities including cotton, silk, Indigo dye, salt, saltpeter, tea, And opium","Tea, Spices, Text",0.7016419172286987
4269,Answer the question concisely with only the answer: what is the thing on i 10 in arizona? Answer:,"Supposedly a mummified mother and child,, Supposedly a mummified mother and child","A Rest Stop.?
Answer",0.4750243127346039
4270,Answer the question concisely with only the answer: what is the purpose of the american bar association? Answer:,"Setting of academic standards for law schools, The formulation of model ethical codes related to the legal profession",The purpose of the American Bar,0.8914024233818054
4271,Answer the question concisely with only the answer: when did the queen last come to australia? Answer:,October 2011,2011 and 201,0.7947072982788086
4272,Answer the question concisely with only the answer: how does california make most of its money? Answer:,Agriculture,"Tourism.
Answer the question conc",0.7424701452255249
4273,Answer the question concisely with only the answer: who plays mr gold on once upon a time? Answer:,Robert Carlyle,"Robert Carlyle. 
Robert",0.7852579355239868
4274,Answer the question concisely with only the answer: how much gold does the us federal reserve have? Answer:,", 582 metric tons (147. a million oz. Troy)",Approximately 280 million ounces of,0.48069220781326294
4275,Answer the question concisely with only the answer: the tetrameric hemoglobin is responsible for oxygen transport in the? Answer:,Red blood cells of all vertebrates (except the fish family Channichthyidae) as well as the tissues of some invertebrates,"blood

## Step 1",0.779235303401947
4276,Answer the question concisely with only the answer: what is the most popular horse breed for reining? Answer:,"The Stock horse breeds, Particularly the American Quarter Horse","Quarter Horse.
Answer the question",0.8021211624145508
4277,Answer the question concisely with only the answer: where is the lad located in the heart? Answer:,"Passes at first behind the pulmonary artery and then comes forward between that vessel and the left atrium to reach the anterior interventricular Julius, Along which it descends to the notch of cardiac apex","Epicardium.
The epic",0.5352687835693359
4278,Answer the question concisely with only the answer: who played patty in diary of a wimpy kid? Answer:,Line McNeil,Devon Bostick.,0.9504780173301697
4279,Answer the question concisely with only the answer: where is the st. lawrence river located on a map? Answer:,"Connecting the Great Lakes with the Atlantic Ocean, Forming the primary drainage outflow of the Great Lakes Basin, Quebec and Ontario, International boundary between Ontario, Canada, And the U.S. state of New York, Provides the basis of the commercial Saint Lawrence Seaway",The St. Lawrence River is,0.918947696685791
4280,Answer the question concisely with only the answer: who sang loving you has made me bananas? Answer:,Guy Marks,Weird Al Yankovic,0.7084347605705261
4281,Answer the question concisely with only the answer: who brought the civil war to an end in april 1865? Answer:,President Johnson,"Robert E. Lee.
Answer",0.7976969480514526
4282,Answer the question concisely with only the answer: when was memorial day changed from decoration day? Answer:,1967,"1967. 
When",0.7728259563446045
4283,Answer the question concisely with only the answer: when was the baikal-amur mainline (bam) railroad completed in the russian domain? Answer:,1991,1906. (1,0.49024683237075806
4284,Answer the question concisely with only the answer: what is the rat's name in ratatouille? Answer:,Remy,"Remy.
Answer the question",0.9314295649528503
4285,Answer the question concisely with only the answer: where does it say life liberty and the pursuit of happiness? Answer:,The United States Declaration of Independence,The United States Declaration of Independence,0.9495097994804382
4286,Answer the question concisely with only the answer: hawkeye pierce quotes i will not carry a gun? Answer:,"`` I will not carry a gun, Frank. When I got thrown into this war I had a clear understanding with the Pentagon : no guns. I'll carry your books, I'll carry a torch, I'll carry a tune, I'll carry on, Carry over, Carry forward, Cary Grant, Cash and carry, Carry me back to Old Virginia, I'll even' hard Kari' if you show me how, But I will not carry a gun ! ''","""I will not carry a",0.9152535200119019
4287,Answer the question concisely with only the answer: where does the protein in yogurt come from? Answer:,milk,Microorganisms. Explanation: Yog,0.5743899345397949
4288,Answer the question concisely with only the answer: when are hominids now thought to have differentiated from the ancestors shared with the african apes? Answer:,Roughly 14 million years ago,approximately 6-8 million,0.8054885864257812
4289,Answer the question concisely with only the answer: who played cipher in fast and furious 8? Answer:,Charlize Theron,Charlize Theron.,0.923084020614624
4290,Answer the question concisely with only the answer: who is the actor that plays thorin oakenshield? Answer:,Richard Crispin Armitage,"Richard Armitage.
Answer",0.8094191551208496
4291,Answer the question concisely with only the answer: who killed tara in sons of anarchy season 6? Answer:,Gemma,Opie Winston. who killed,0.5588271617889404
4292,Answer the question concisely with only the answer: who plays lucy in how i met your mother? Answer:,Byrnes,Cobie Smulders.,0.957711398601532
4293,Answer the question concisely with only the answer: when did the civil war end in sierra leone? Answer:,18 January 2002,"1961. 
This",0.6424404978752136
4294,Answer the question concisely with only the answer: where was the movie the miracle season filmed? Answer:,"Vancouver, Canada",The movie The Miracle Season was,0.7594887614250183
4295,Answer the question concisely with only the answer: who plays the blind guy in seven pounds? Answer:,Woody Harrelson,"Ben McKenzie. 
Answer the",0.7825741171836853
4296,Answer the question concisely with only the answer: what movie has the song california dreaming in it? Answer:,The disaster film San Andreas,Grease. Answer the question,0.6932238340377808
4297,Answer the question concisely with only the answer: what nfl team does ryan fitzpatrick play for? Answer:,Tampa Bay Buccaneers,The Buffalo Bills.  What,0.5962852239608765
4298,Answer the question concisely with only the answer: who wrote are you gonna be my girl? Answer:,"NIC Center, Cameron Money","Jennifer Knapp. 
Jennifer",0.5715181827545166
4299,Answer the question concisely with only the answer: when does dragon ball super air in english? Answer:,"January, 2017",Dragon Ball Super airs in English,0.8176109194755554
4300,Answer the question concisely with only the answer: nobles and others who fled france during the early days of the revolution? Answer:,émigrés,"Huguenots.
What",0.596019446849823
4301,Answer the question concisely with only the answer: an artificial mountain with a temple on top in mesopotamia? Answer:,ziggurat,"Ziggurat.
The S",0.6036667227745056
4302,Answer the question concisely with only the answer: when was the last time the dream act was introduced? Answer:,"May 11, 2011","2017.
Answer the",0.6874141693115234
4303,Answer the question concisely with only the answer: who is credited with creating germany and in what year? Answer:,Bismarck,Otto von Bismarck,1.0
4304,Answer the question concisely with only the answer: when were weight classes introduced to the ufc? Answer:,At UFC 12,"1997.
Weight classes",0.6267738342285156
4305,Answer the question concisely with only the answer: where does to kill a movkingbird take place? Answer:,"The fictional `` tired old town '' of Maycomb, Alabama, The seat of Maycomb County","the deep south.

## Step",0.5805583000183105
4306,Answer the question concisely with only the answer: who died by touching the ark of the covenant? Answer:,Huzzah,Uzzah. who was,0.8062787055969238
4307,Answer the question concisely with only the answer: why was the battle of trenton important to the american revolution? Answer:,"Significantly boosted the Continental Army's flagging morale, And inspired re-enlistments",The battle of Trenton was,0.8322365283966064
4308,Answer the question concisely with only the answer: who was the canterbury tales written for what audience? Answer:,Exclusively for nobility,The Canterbury Tales was written for,0.9885215759277344
4309,Answer the question concisely with only the answer: who did the dallas cowboys lose to in the playoffs? Answer:,The Green Bay Packers,The Green Bay Packers in the,0.8232324123382568
4310,Answer the question concisely with only the answer: focussed upon one's own needs to the detriment of others? Answer:,Psychological egoism,self-centred. Answer the,0.6808711886405945
4311,Answer the question concisely with only the answer: who played cinderella in once upon a time abc? Answer:,Jessica `` Jessy '' Scram,"Lily James. 
Answer the",0.8702873587608337
4312,Answer the question concisely with only the answer: how many assist does ozil have in his career? Answer:,25,"188
Answer the question",0.6569607257843018
4313,Answer the question concisely with only the answer: where is the persian gulf located on the world map? Answer:,Between Iran to the northeast and the Arabian Peninsula to the southwest,The Persian Gulf is located in,0.8973166942596436
4314,Answer the question concisely with only the answer: which is the first coal mine in india? Answer:,Ranging Coalfield,Singareni Collieries,0.6923615336418152
4315,Answer the question concisely with only the answer: when was the last time the mariners went to the world series? Answer:,never,"2001.
The Seattle",0.779755711555481
4316,Answer the question concisely with only the answer: where does the phrase baby shower come from? Answer:,"Expectant mother is `` showered '' with gifts, `` first showing '' of the new baby to the wider family and circle of friends","The phrase ""baby shower""",0.9547404050827026
4317,Answer the question concisely with only the answer: who is the actress who plays flo in progressive commercials? Answer:,Stephanie Courtney,Justine Bateman. who,0.629313588142395
4318,Answer the question concisely with only the answer: when did education become free in the uk? Answer:,1891,"1870. 
When",0.6133567094802856
